City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,abu qurqas,27.9312,30.8384,13.46,63,4,2.67,EG,1707456697
287,labrador city,52.9463,-66.9114,-3.05,85,100,3.09,CA,1707456610
288,bridgewater,44.3835,-64.5155,-4.18,93,54,2.57,CA,1707456697
289,port saint john's,-31.6229,29.5448,24.26,76,81,0.82,ZA,1707456697
290,krasnogvardeyskoye,45.8456,41.5186,5.78,93,90,1.64,RU,1707456698
291,kristiansund,63.1115,7.732,-3.64,86,27,1.54,NO,1707456698
292,constantia,44.1833,28.65,5.38,69,31,3.8,RO,1707456698
293,ryotsu-minato,38.0833,138.4333,4.78,61,96,1.35,JP,1707456698
294,pont rouge,48.8833,-72.0825,-3.84,98,99,3.81,CA,1707456698
295,inirida,3.8653,-67.9239,24.73,86,91,1.19,CO,1707456698
296,nova sintra,14.8667,-24.7167,21.43,68,0,8.03,CV,1707456698
297,mirabad,30.4362,61.8383,17.59,15,0,1.84,AF,1707456699
298,villa gesell,-37.2639,-56.973,21.14,97,100,4.91,AR,1707456699
299,manokwari,-0.8667,134.0833,27.38,81,100,3.64,ID,1707456424
300,nemuro,43.3236,145.575,-2.57,68,28,3.54,JP,1707456699
301,christchurch,-43.5333,172.6333,20.3,65,20,10.29,NZ,1707456659
302,remire-montjoly,4.9167,-52.2667,26.02,89,20,1.54,GF,1707456699
303,chonchi,-42.6128,-73.8092,12.56,90,83,1.78,CL,1707456699
304,jesus maria,-30.9815,-64.0942,20.84,95,100,5.17,AR,1707456699
305,jamestown,42.097,-79.2353,10.77,44,0,5.66,US,1707456699
306,veraval,20.9,70.3667,26.02,29,74,3.24,IN,1707456699
307,vejen,55.4833,9.15,1.21,93,100,6.69,DK,1707456699
308,tshela,-4.9833,12.9333,23.87,99,99,0.33,CD,1707456700
309,vernon,50.2581,-119.2691,3.12,84,77,1.03,CA,1707456700
310,alofi,-19.0595,-169.9187,27.94,89,75,1.03,NU,1707456700
311,tsiombe,-25.3,45.4833,28.91,63,0,3.62,MG,1707456700
312,brindisi,40.5833,17.6667,9.33,86,1,5.04,IT,1707456700
313,sao vicente,-23.9631,-46.3919,27.1,26,63,0.99,BR,1707456700
314,hirara,24.8,125.2833,15.92,100,75,11.32,JP,1707456700
315,dakhla,23.6848,-15.958,18.89,53,4,2.07,EH,1707456700
316,antibes,43.5624,7.1278,14.77,90,75,3.6,FR,1707456700
317,acarau,-2.8856,-40.12,27.11,79,57,5.37,BR,1707456701
318,flying fish cove,-10.4217,105.6791,27.82,89,100,3.09,CX,1707456701
319,bamboo flat,11.7,92.7167,31.05,58,13,5.66,IN,1707456701
320,fraserburgh,57.6874,-2.0184,2.46,61,100,13.51,GB,1707456701
321,springbok,-29.6643,17.8865,15.57,50,1,1.7,ZA,1707456701
322,puerto san jose,13.9256,-90.8244,22.12,69,14,1.7,GT,1707456701
323,kapa'a,22.0752,-159.319,25.99,79,20,4.63,US,1707456701
324,richards bay,-28.783,32.0377,25.44,70,23,3.01,ZA,1707456701
325,brookings,44.3114,-96.7984,0.03,90,100,9.26,US,1707456701
326,namtsy,62.7161,129.6658,-34.72,94,96,0.54,RU,1707456702
327,trairi,-3.2778,-39.2689,25.89,86,35,4.23,BR,1707456595
328,lenino,45.2986,35.7771,8.54,93,25,5.63,UA,1707456702
329,mount pearl,47.5166,-52.7813,-1.14,96,100,7.2,CA,1707456612
330,sao miguel do araguaia,-13.275,-50.1628,22.51,97,100,2.13,BR,1707456702
331,gargalianoi,37.0667,21.6333,10.2,82,32,2.96,GR,1707456702
332,taroa,8.7058,171.2275,26.85,77,97,9.55,MH,1707456702
333,chandler,33.3062,-111.8412,7.17,86,0,3.6,US,1707456317
334,rio grande,-32.035,-52.0986,24.41,95,9,4.35,BR,1707456702
335,katsuura,35.1333,140.3,9.16,71,97,6.13,JP,1707456703
336,caazapa,-26.15,-56.4,23.29,83,71,2.08,PY,1707456703
337,plastun,44.7561,136.2939,-1.89,42,78,3.82,RU,1707456439
338,angra do heroismo,38.65,-27.2167,14.51,90,20,4.47,PT,1707456703
339,honggang,46.4667,124.8667,-7.11,74,100,0.56,CN,1707456703
340,alaghsas,17.0187,8.0168,10.94,24,0,3.09,NE,1707456703
341,silver city,32.7701,-108.2803,4.1,71,40,6.71,US,1707456703
342,mahalapye,-23.1041,26.8142,25.68,60,82,6.16,BW,1707456703
343,buka,40.8108,69.1986,13.8,33,95,1.16,UZ,1707456703
344,olyokminsk,60.3736,120.4264,-23.81,94,90,0.16,RU,1707456703
345,motueka,-41.1333,173.0167,19.92,65,23,2.07,NZ,1707456703
346,kuala belait,4.5833,114.1833,32.09,69,19,4.62,BN,1707456704
347,mosjoen,65.836,13.1908,-0.88,80,75,4.63,NO,1707456704
348,nova olimpia,-14.7972,-57.2881,23.86,88,100,1.02,BR,1707456704
349,tostado,-29.232,-61.7692,24.99,81,45,0.45,AR,1707456704
350,zhangye,38.9342,100.4517,2.08,37,33,6.74,CN,1707456704
351,ulanhot,46.0833,122.0833,-6.83,55,100,3.15,CN,1707456556
352,antsiranana,-12.2787,49.2917,29.42,79,40,2.06,MG,1707456704
353,savanna-la-mar,18.219,-78.1332,24.97,66,0,4.58,JM,1707456704
354,cole harbour,44.6724,-63.4751,-4.29,93,45,3.21,CA,1707456704
355,ulety,51.3572,112.4849,-7.28,67,17,2.2,RU,1707456705
356,ljusdal,61.8288,16.0913,-20.71,100,78,0.73,SE,1707456705
357,caluula,11.9661,50.7569,26.04,71,14,7.21,SO,1707456705
358,severo-yeniseyskiy,60.3725,93.0408,-6.9,91,98,3.13,RU,1707456705
359,mandan,46.8267,-100.8896,-2.01,89,100,8.23,US,1707456705
360,limulunga,-15.0969,23.1376,23.86,72,50,1.31,ZM,1707456705
361,port alfred,-33.5906,26.891,18.43,94,13,0.45,ZA,1707456705
362,pukekohe east,-37.2,174.95,25.18,61,65,2.59,NZ,1707456705
363,macapa,0.0389,-51.0664,25.99,94,40,2.57,BR,1707456520
364,tangalle,6.024,80.7911,30.09,58,100,6.17,LK,1707456706
365,selfoss,63.9331,-20.9971,-12.2,79,44,4.62,IS,1707456706
366,kohlu,29.8962,69.252,13.98,21,0,1.15,PK,1707456706
367,as saffaniyah,27.9708,48.73,17.12,46,0,3.8,SA,1707456706
368,zelenokumsk,44.4069,43.8806,9.31,62,73,2.09,RU,1707456706
369,guarapuava,-25.3953,-51.4581,16.25,98,56,1.42,BR,1707456706
370,praia,14.9215,-23.5087,25.3,22,0,5.14,CV,1707456706
371,jawad,24.6,74.85,21.5,18,73,4.07,IN,1707456707
372,crane,31.3974,-102.3501,11.24,46,88,3.82,US,1707456707
373,kerikeri,-35.2268,173.9474,24.95,76,86,0.45,NZ,1707456707
374,tolanaro,-25.0319,46.9987,27.04,78,40,6.17,MG,1707456707
375,tchintabaraden,15.8969,5.7985,14.63,19,1,4.24,NE,1707456707
376,menongue,-14.6585,17.691,18.46,93,86,0.91,AO,1707456707
377,morehead city,34.7229,-76.726,8.9,87,0,0.0,US,1707456707
378,vecpiebalga,57.0599,25.8127,-12.38,98,98,2.7,LV,1707456707
379,vinh,18.6667,105.6667,15.5,82,100,3.95,VN,1707456707
380,touros,-5.1989,-35.4608,26.78,80,16,4.67,BR,1707456707
381,isperih,43.7167,26.8333,8.9,59,45,3.68,BG,1707456708
382,gunnedah,-30.9833,150.25,29.14,36,100,2.81,AU,1707456708
383,mussoorie,30.45,78.0833,5.54,18,0,2.34,IN,1707456708
384,soure,-0.7167,-48.5233,25.91,87,53,3.73,BR,1707456708
385,tocopilla,-22.092,-70.1979,23.45,75,0,0.83,CL,1707456113
386,lompoc,34.6391,-120.4579,9.4,85,75,4.02,US,1707456708
387,clarence town,-32.5833,151.7833,27.56,58,100,4.36,AU,1707456708
388,thongwa,16.7619,96.5278,30.09,32,7,0.35,MM,1707456708
389,onokhoy,51.932,108.0747,-18.14,76,67,1.59,RU,1707456709
390,guerrero negro,27.9769,-114.0611,14.5,63,86,5.84,MX,1707456709
391,saudarkrokur,65.7461,-19.6394,-16.32,89,13,3.88,IS,1707456709
392,mae hong son,19.3003,97.9685,29.08,54,2,1.03,TH,1707456709
393,fougamou,-1.2154,10.5838,24.05,98,100,0.72,GA,1707456709
394,hami,42.8,93.45,0.65,52,1,3.32,CN,1707456709
395,tambacounda,13.7539,-13.7586,26.0,12,100,3.29,SN,1707456709
396,nola,40.922,14.5329,13.68,86,33,1.93,IT,1707456709
397,mulanje,-16.0316,35.5,23.89,72,16,1.93,MW,1707456709
398,coronel suarez,-37.4547,-61.9334,21.97,82,100,1.27,AR,1707456709
399,saurimo,-9.6608,20.3916,20.6,87,96,1.01,AO,1707456710
400,tralee,52.2704,-9.7026,8.38,95,100,2.94,IE,1707456710
401,palikir - national government center,6.9248,158.1611,29.41,74,100,5.14,FM,1707456710
402,bengkulu,-3.8004,102.2655,29.63,67,34,3.67,ID,1707456710
403,bam,29.106,58.357,15.35,15,0,0.79,IR,1707456710
404,san sebastian de la gomera,28.0916,-17.1133,23.2,56,0,1.54,ES,1707456710
405,mili,6.0815,171.735,27.35,73,76,9.26,MH,1707456710
406,new plymouth,-39.0667,174.0833,24.34,75,3,2.04,NZ,1707456710
407,rikaze,29.25,88.8833,-1.87,11,0,1.28,CN,1707456710
408,rocky mountain house,52.3668,-114.9188,-4.94,93,100,3.09,CA,1707456711
409,ad dabbah,18.05,30.95,17.99,24,0,2.74,SD,1707456711
410,medina,24.4686,39.6142,17.24,42,20,3.6,SA,1707456711
411,zimnicea,43.6667,25.3667,9.5,60,30,1.64,RO,1707456711
412,al qitena,14.8648,32.3668,22.21,21,1,6.82,SD,1707456711
413,kenai,60.5544,-151.2583,-0.51,91,100,8.75,US,1707456543
414,along,28.1667,94.7667,22.01,37,1,0.87,IN,1707456711
415,muroto-misakicho,33.2833,134.15,10.2,61,94,1.94,JP,1707456711
416,monrovia,6.3005,-10.7969,23.87,84,31,2.55,LR,1707456712
417,gumdag,39.2061,54.5906,14.21,35,15,1.4,TM,1707456712
418,luwingu,-10.2621,29.9271,20.8,83,100,0.45,ZM,1707456712
419,shubarshi,48.5872,57.1869,1.02,100,100,4.56,KZ,1707456712
420,mungwi,-10.1732,31.3694,20.69,85,100,0.97,ZM,1707456712
421,gajuwaka,17.7,83.2167,29.07,65,40,1.03,IN,1707456712
422,lake monticello,37.9232,-78.3347,9.53,60,98,2.19,US,1707456712
423,launceston,-41.45,147.1667,26.86,31,40,5.66,AU,1707456712
424,bichura,50.5881,107.6022,-10.64,78,56,1.41,RU,1707456712
425,inongo,-1.95,18.2667,24.1,87,96,2.17,CD,1707456713
426,camiri,-20.05,-63.5167,21.35,85,98,0.7,BO,1707456713
427,pacific grove,36.6177,-121.9166,9.06,83,0,1.54,US,1707456679
428,senanga,-16.1167,23.2667,23.44,74,95,1.31,ZM,1707456713
429,pivijay,10.4617,-74.6162,24.64,77,35,3.27,CO,1707456713
430,hadibu,12.65,54.0333,26.34,66,24,6.58,YE,1707456713
431,bulgan,48.8125,103.5347,-10.42,73,10,0.44,MN,1707456713
432,humboldt,40.6665,-123.9178,2.7,94,96,0.62,US,1707456495
433,mount gambier,-37.8333,140.7667,20.38,51,16,5.76,AU,1707456635
434,lawas,13.764,121.0566,29.99,55,3,7.48,PH,1707456713
435,songea,-10.6833,35.65,22.63,81,90,0.15,TZ,1707456713
436,biharamulo,-2.6319,31.3089,20.5,76,4,0.5,TZ,1707456714
437,torghay,49.6339,63.4981,1.95,100,100,7.73,KZ,1707456714
438,yaren,-0.5472,166.916,28.78,76,90,7.41,NR,1707456714
439,barranca,-10.75,-77.7667,24.2,84,67,2.42,PE,1707456714
440,praia da vitoria,38.7333,-27.0667,14.31,82,20,8.87,PT,1707456714
441,island harbour,50.724,-1.2758,11.2,93,100,4.92,GB,1707456714
442,xinyuan,37.3,99.0,-8.53,42,1,9.46,CN,1707456714
443,komaki,35.2833,136.9167,13.32,30,75,1.54,JP,1707456714
444,greenville,35.6127,-77.3663,7.09,88,0,2.06,US,1707456662
445,regina,50.4501,-104.6178,-4.94,83,100,5.14,CA,1707456017
446,bandundu,-3.3167,17.3667,24.66,84,94,1.14,CD,1707456715
447,barra,-11.0894,-43.1417,25.21,69,100,0.35,BR,1707456715
448,swift current,50.2834,-107.8014,-6.55,93,100,3.6,CA,1707456594
449,kalach-na-donu,48.691,43.5264,-1.55,70,100,3.03,RU,1707456715
450,angaur state,6.906,134.13,27.15,82,98,7.52,PW,1707456715
451,malango,-2.9627,119.9001,27.31,73,27,0.62,ID,1707456715
452,cruzeiro do sul,-29.5128,-51.9853,24.49,92,6,0.75,BR,1707456715
453,ronne,55.1009,14.7066,-0.05,86,75,5.14,DK,1707456716
454,ariquemes,-9.9133,-63.0408,23.17,96,88,0.81,BR,1707456716
455,colonia,50.9333,6.95,11.36,89,100,6.17,DE,1707456716
456,puerto baquerizo moreno,-0.9,-89.6,25.58,82,93,4.0,EC,1707456716
457,conde,-7.2597,-34.9075,25.77,82,18,3.48,BR,1707456716
458,nadym,65.5333,72.5167,-8.38,94,100,5.19,RU,1707456716
459,manga,11.6636,-1.0731,20.25,13,0,3.4,BF,1707456716
460,palafrugell,41.9174,3.1631,15.79,9,100,7.39,ES,1707456537
461,bhinga,27.7167,81.9333,20.96,28,0,3.6,IN,1707456716
462,de haan,51.272,3.0429,10.99,83,100,9.26,BE,1707456716
463,togur,58.3631,82.8265,-4.92,94,100,6.71,RU,1707456716
464,scarborough,54.2797,-0.4044,5.92,93,100,6.71,GB,1707456266
465,nebraska city,40.6767,-95.8592,5.89,81,0,2.06,US,1707456602
466,tsengel,49.4783,100.8894,-12.06,70,89,2.1,MN,1707456717
467,vadso,70.0744,29.7487,-12.91,92,100,4.63,NO,1707456717
468,durban,-29.8579,31.0292,25.51,84,79,4.85,ZA,1707456423
469,chapada dos guimaraes,-15.4606,-55.7497,20.81,85,100,1.99,BR,1707456717
470,okhotsk,59.3833,143.3,-21.55,84,18,3.64,RU,1707456717
471,dayr al balah,31.4166,34.3452,16.24,71,18,1.64,PS,1707456717
472,camocim,-2.9022,-40.8411,25.33,89,53,4.25,BR,1707456717
473,sambava,-14.2667,50.1667,28.26,76,100,1.08,MG,1707456717
474,yeniseysk,58.4497,92.1703,-3.36,87,97,3.13,RU,1707456717
475,yuxia,34.0615,108.6291,11.34,36,57,1.52,CN,1707456717
476,dompu,-8.5356,118.4622,29.94,75,38,1.12,ID,1707456718
477,box elder,41.5005,-112.8764,1.81,76,89,3.89,US,1707456718
478,udgir,18.3833,77.1167,27.96,28,3,2.58,IN,1707456718
479,casas grandes,30.3667,-107.95,7.61,40,65,4.16,MX,1707456718
480,woolgoolga,-30.1106,153.2007,25.93,74,79,6.12,AU,1707456718
481,aleysk,52.4926,82.7822,0.9,87,100,15.48,RU,1707456718
482,san julian,21.0167,-102.1667,12.84,26,4,2.92,MX,1707456718
483,maragogi,-9.0122,-35.2225,26.35,85,73,4.33,BR,1707456719
484,odienne,9.51,-7.5692,21.87,19,5,0.46,CI,1707456719
485,rurrenabaque,-14.4413,-67.5278,24.02,84,11,0.45,BO,1707456719
486,zadawa,11.4496,10.3672,15.7,19,22,3.22,NG,1707456719
487,north bend,43.4065,-124.2243,6.26,100,100,2.57,US,1707456719
488,moyale,3.5167,39.0584,26.26,43,28,5.67,KE,1707456719
489,i-n-salah,27.1935,2.4607,12.83,23,2,2.43,DZ,1707456719
490,at taj,24.2049,23.2857,11.21,40,4,3.11,LY,1707456719
491,duong dong,10.2167,103.9667,30.0,70,40,6.17,VN,1707456720
492,sitka,57.0531,-135.33,2.94,70,0,1.54,US,1707456720
493,glennville,31.9366,-81.9285,10.62,93,98,1.83,US,1707456720
494,celestun,20.8667,-90.4,22.12,68,0,6.28,MX,1707456720
495,charlestown,-32.95,151.6667,26.68,71,75,3.13,AU,1707456720
496,labasa,-16.4167,179.3833,28.18,85,100,3.48,FJ,1707456720
497,happy valley-goose bay,53.3168,-60.3315,-10.83,92,20,2.57,CA,1707456605
498,illizi,26.4833,8.4667,5.89,28,1,1.78,DZ,1707456720
499,neiafu,-18.65,-173.9833,25.73,89,99,3.67,TO,1707456721
500,kitimat,54.0524,-128.6534,-1.79,99,93,0.45,CA,1707456721
501,chegdomyn,51.1167,133.0167,-15.99,82,95,0.72,RU,1707456721
502,sihanoukville,10.6093,103.5296,30.97,62,20,5.14,KH,1707456722
503,wankyi,7.7392,-2.1046,20.87,65,1,1.61,GH,1707456722
504,mawu,29.5923,107.3139,10.18,58,92,1.55,CN,1707456722
505,nkowakowa,-23.8878,30.2871,22.61,93,100,0.89,ZA,1707456722
506,nagqu,31.5,92.0,-10.35,11,0,3.38,CN,1707456723
507,zyryanovsk,49.7386,84.2719,-3.98,94,100,0.32,KZ,1707456723
508,kirakira,-10.4544,161.9205,26.86,89,100,7.3,SB,1707456724
509,masterton,-40.9597,175.6575,20.06,65,78,4.49,NZ,1707456724
510,banjarmasin,-3.3244,114.591,30.08,61,82,2.67,ID,1707456724
511,alpena,45.0617,-83.4327,9.18,80,0,6.17,US,1707456725
512,choma,-16.8065,26.9531,22.2,63,69,3.53,ZM,1707456725
513,suileng,47.25,127.0833,-8.31,85,100,0.29,CN,1707456725
514,kolonia town,6.964,158.206,30.0,74,100,5.14,FM,1707456725
515,nantucket,41.2835,-70.0995,-1.94,93,0,2.06,US,1707456515
516,okulovka,58.4008,33.2908,-23.97,100,91,2.5,RU,1707456725
517,rupert,42.6191,-113.6772,-0.03,80,100,4.63,US,1707456725
518,el calafate,-50.3408,-72.2768,10.04,80,65,3.29,AR,1707456726
519,merizo village,13.2658,144.6691,29.31,75,100,6.5,GU,1707456726
520,kidal,18.4411,1.4078,16.87,14,100,3.69,ML,1707456726
521,hancheng,32.5186,112.3522,12.05,53,77,4.42,CN,1707456726
522,kavieng,-2.5744,150.7967,28.64,76,90,6.2,PG,1707456726
523,natal,-5.795,-35.2094,28.12,83,40,4.12,BR,1707456726
524,shingu,33.7333,135.9833,10.4,56,86,2.08,JP,1707456727
525,callao,-12.0667,-77.15,27.07,83,75,6.17,PE,1707456727
526,es castell,39.8795,4.2854,15.38,82,0,3.6,ES,1707456727
527,kharp,66.8014,65.8081,-8.06,93,100,7.04,RU,1707456727
528,basco,20.4487,121.9702,22.59,79,24,9.55,PH,1707456727
529,mil'kovo,55.6078,37.7956,-14.92,95,8,3.56,RU,1707456727
530,kehychivka,49.2866,35.7615,-1.85,94,100,5.05,UA,1707456728
531,saint-leu,-21.15,55.2833,28.46,77,100,1.18,RE,1707456728
532,nizhneangarsk,55.7833,109.55,-13.33,96,100,1.34,RU,1707456728
533,cannonvale,-20.2833,148.7,26.66,73,99,7.73,AU,1707456729
534,badagry,6.4167,2.8833,23.85,89,9,2.43,NG,1707456729
535,port pirie,-33.1833,138.0167,28.55,38,0,8.72,AU,1707456729
536,biltine,14.5333,20.9167,19.22,21,4,2.65,TD,1707456729
537,nuku'alofa,-21.1333,-175.2,27.19,100,75,2.57,TO,1707456729
538,opatow,50.8006,21.4254,0.84,92,100,2.87,PL,1707456729
539,broken hill,-31.95,141.4333,33.6,20,0,5.68,AU,1707456729
540,karyes,37.3,22.5,5.67,92,16,1.37,GR,1707456730
541,los llanos de aridane,28.6585,-17.9182,19.86,75,0,1.34,ES,1707456730
542,williams lake,52.1415,-122.1445,-4.24,86,100,2.06,CA,1707456730
543,malvan,16.0667,73.4667,30.58,35,21,2.41,IN,1707456730
544,laguna,38.421,-121.4238,6.99,94,0,0.0,US,1707456731
545,yangliuqing,39.1375,116.9997,6.97,36,2,2.38,CN,1707456731
546,antofagasta,-23.65,-70.4,22.6,79,14,1.65,CL,1707456731
547,butia,-30.1197,-51.9622,21.72,99,4,1.33,BR,1707456731
548,east ballina,-28.8667,153.5833,23.22,85,97,6.36,AU,1707456731
549,tarawa,1.419,172.984,30.05,74,100,3.09,KI,1707456731
550,tsetserleg,47.475,101.4542,-7.33,63,50,2.36,MN,1707456731
551,saint-paul,-21.0096,55.2707,29.05,73,100,1.82,RE,1707456731
552,sol'tsy,58.1239,30.3238,-19.42,99,12,0.76,RU,1707456732
553,aflou,34.1128,2.1023,8.83,29,100,4.42,DZ,1707456732
554,nizhnesortymskiy,62.4397,71.7603,-13.17,95,94,6.17,RU,1707456732
555,khorugh,37.4897,71.553,-10.02,69,93,0.57,TJ,1707456732
556,kuressaare,58.2481,22.5039,-10.55,98,75,2.57,EE,1707456732
557,hafar al-batin,28.4328,45.9708,12.32,37,0,2.57,SA,1707456733
558,carbonear,47.7332,-53.2148,-0.42,95,97,6.37,CA,1707456733
559,wynyard,-41.0,145.7167,21.67,49,57,6.33,AU,1707456733
560,hovd,48.0056,91.6419,-11.02,65,68,1.33,MN,1707456733
561,concordia,-31.393,-58.0209,29.32,65,53,2.24,AR,1707456602
562,tayoltita,24.0833,-105.9333,13.37,80,94,2.07,MX,1707456733
563,naze,28.3667,129.4833,14.51,65,100,6.27,JP,1707456733
564,huaibei,33.9744,116.7917,8.92,60,8,5.67,CN,1707456733
565,norderney,53.7,7.15,2.21,97,100,12.67,DE,1707456733
566,sittwe,20.15,92.9,26.04,35,1,5.13,MM,1707456734
567,uray,60.1247,64.7758,-10.07,93,100,4.92,RU,1707456734
568,waingapu,-9.6567,120.2641,29.23,73,60,1.88,ID,1707456734
569,miyaly,48.8844,53.7836,-0.53,98,100,6.09,KZ,1707456734
570,mitsamiouli,-11.3847,43.2844,28.32,79,100,4.53,KM,1707456734
571,hotan,37.0997,79.9269,3.69,37,23,1.34,CN,1707456735
572,nha trang,12.25,109.1833,30.0,69,26,5.91,VN,1707456735
573,gisborne,-38.6533,178.0042,18.18,83,100,3.21,NZ,1707456735
